dataid,localhour,air1,	air2,	air3,	airwindowunit1,	aquarium1,	bathroom1,	bathroom2,	bedroom1,	bedroom2,	bedroom3,	bedroom4,	bedroom5,	car1,	clotheswasher1,	clotheswasher_dryg1,	diningroom1,	diningroom2,	dishwasher1,	disposal1,	drye1,	dryg1,	freezer1,	furnace1,	furnace2,	garage1,	garage2,	gen,	grid,	heater1,	housefan1,	icemaker1,	jacuzzi1,	kitchen1,	kitchen2,	kitchenapp1,	kitchenapp2,	lights_plugs1,	lights_plugs2,	lights_plugs3,	lights_plugs4,	lights_plugs5,	lights_plugs6,	livingroom1,	livingroom2,	microwave1,	office1,	outsidelights_plugs1,	outsidelights_plugs2,	oven1,	oven2,	pool1,	pool2,	poollight1,	poolpump1,	pump1,	range1,	refrigerator1,	refrigerator2,	security1,	shed1,	sprinkler1,	use,	utilityroom1,	venthood1,	waterheater1,	waterheater2,	winecooler1,water_meter_value,  gas_meter_value
2014-09-17 07:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01161666666666666667,0,0,0,0,0.25630000000000000000,0,0,0,0,0.00460000000000000000,0,0,0,0,0,0,0,0,0,0.05558333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.10696666666666666667,0,0,0,0,0.25630000000000000000,0,0,0,0,0,0,0
2014-09-17 07:00:00-05,48,0.42255000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.04040000000000000000,0,0,0,0,0.61743333333333333333,0,0,0,0,0,0,0,0,0.02068333333333333333,0.00000000000000000000,0,0,0,0,0.01436666666666666667,0,0.08276666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.04008333333333333333,0,0,0,0,0.61743333333333333333,0,0,0,0,0,0,0
2014-09-17 08:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01185000000000000000,0,0,0,0,0.04730000000000000000,0,0,0,0,0.00498333333333333333,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.04730000000000000000,0,0,0,0,0,0,0
2014-09-17 08:00:00-05,48,0.14876666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02118333333333333333,0,0,0,0,0.61160000000000000000,0,0,0,0,0,0,0,0,0.01501666666666666667,0.00000000000000000000,0,0,0,0,0.01426666666666666667,0,0.06653333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.01086666666666666667,0,0,0,0,0.61160000000000000000,0,0,0,0,0,0,0
2014-09-17 09:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01196666666666666667,0,0,0,0,0.06700000000000000000,0,0,0,0,0.00493333333333333333,0,0,0,0,0,0,0,0,0,0.03546666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00020000000000000000,0,0,0,0,0.06700000000000000000,0,0,0,0,0,0,0
2014-09-17 09:00:00-05,48,0.69861666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.05580000000000000000,0,0,0,0,2.2092500000000000,0,0,0,0,0,0,0,0,0.00065000000000000000,0.00000000000000000000,0,0,0,0,0.05520000000000000000,0,0.08530000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.09416666666666666667,0,0,0,0,2.2092500000000000,0,0,0,0,0,0,0
2014-09-17 10:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01190000000000000000,0,0,0,0,0.15918333333333333333,0,0,0,0,0.00493333333333333333,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.11406666666666666667,0,0,0,0,0.15918333333333333333,0,0,0,0,0,0,0
2014-09-17 10:00:00-05,48,0.73876666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.05595000000000000000,0,0,0,0,1.8216333333333333,0,0,0,0,0,0,0,0,0.00405000000000000000,0.00000000000000000000,0,0,0,0,0.07048333333333333333,0,0.16480000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.01225000000000000000,0,0,0,0,1.8216333333333333,0,0,0,0,0,0,0
2014-09-17 11:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01183333333333333333,0,0,0,0,0.08591666666666666667,0,0,0,0,0.00486666666666666667,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.03931666666666666667,0,0,0,0,0.08591666666666666667,0,0,0,0,0,0,0
2014-09-17 11:00:00-05,48,0.88158333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.06346666666666666667,0,0,0,0,1.1956500000000000,0,0,0,0,0,0,0,0,0.00878333333333333333,0.00108333333333333333,0,0,0,0,0.07235000000000000000,0,0.08165000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.09293333333333333333,0,0,0,0,1.1956500000000000,0,0,0,0,0,0,0
2014-09-17 12:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01185000000000000000,0,0,0,0,0.04705000000000000000,0,0,0,0,0.00490000000000000000,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.04705000000000000000,0,0,0,0,0,0,0
2014-09-17 12:00:00-05,48,0.20186666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02308333333333333333,0,0,0,0,0.37166666666666666667,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.01908333333333333333,0,0.08378333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.04338333333333333333,0,0,0,0,0.37166666666666666667,0,0,0,0,0,0,0
2014-09-17 13:00:00-05,22,0.59916666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060000000000000000,0.00000000000000000000,0,0,0,0.04638333333333333333,0,0,0,0,1.2383000000000000,0,0,0,0,0.00496666666666666667,0,0,0,0,0,0,0,0,0,0.03008333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.25866666666666666667,0.04443333333333333333,0,0,0,0,1.2383000000000000,0,0,0,0,0,0,0
2014-09-17 13:00:00-05,48,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.00971666666666666667,0,0,0,0,0.15888333333333333333,0,0,0,0,0,0,0,0,0.00158333333333333333,0.00000000000000000000,0,0,0,0,0.01355000000000000000,0,0.08281666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.04956666666666666667,0,0,0,0,0.15888333333333333333,0,0,0,0,0,0,0
2014-09-17 14:00:00-05,22,0.43563333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140000000000000000,0.00000000000000000000,0,0,0,0.03773333333333333333,0,0,0,0,1.4052166666666667,0,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0.04298333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.39358333333333333333,0.10373333333333333333,0,0,0,0,1.4052166666666667,0,0,0,0,0,0,0
2014-09-17 14:00:00-05,48,0.54018333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.04056666666666666667,0,0,0,0,0.75721666666666666667,0,0,0,0,0,0,0,0,0.01020000000000000000,0.00000000000000000000,0,0,0,0,0.01388333333333333333,0,0.08273333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.07420000000000000000,0,0,0,0,0.75721666666666666667,0,0,0,0,0,0,0
2014-09-17 15:00:00-05,22,0.88975000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325000000000000000,0.00025000000000000000,0,0,0,0.06288333333333333333,0,0,0,0,2.0364666666666667,0,0,0,0,0.00810000000000000000,0,0,0,0,0,0,0,0,0,0.03703333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.44748333333333333333,0.07140000000000000000,0,0,0,0,2.0364666666666667,0,0,0,0,0,0,0
2014-09-17 15:00:00-05,48,0.03058333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.01316666666666666667,0,0,0,0,0.14295000000000000000,0,0,0,0,0,0,0,0,0.000083333333333333333333,0.00000000000000000000,0,0,0,0,0.01313333333333333333,0,0.08276666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.14295000000000000000,0,0,0,0,0,0,0
2014-09-17 16:00:00-05,22,0.31971666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.03333333333333333333,0,0,0,0,0.60220000000000000000,0,0,0,0,0.00455000000000000000,0,0,0,0,0,0,0,0,0,0.04295000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.09941666666666666667,0,0,0,0,0.60220000000000000000,0,0,0,0,0,0,0
2014-09-17 16:00:00-05,48,0.18553333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02221666666666666667,0,0,0,0,0.37301666666666666667,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.01380000000000000000,0,0.08301666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.06881666666666666667,0,0,0,0,0.37301666666666666667,0,0,0,0,0,0,0
2014-09-17 17:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01198333333333333333,0,0,0,0,0.17163333333333333333,0,0,0,0,0.00445000000000000000,0,0,0,0,0,0,0,0,0,0.04330000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00015000000000000000,0,0,0,0,0.17163333333333333333,0,0,0,0,0,0,0
2014-09-17 17:00:00-05,48,0.39633333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.03410000000000000000,0,0,0,0,0.60915000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.07158333333333333333,0,0.08243333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.02766666666666666667,0,0,0,0,0.60915000000000000000,0,0,0,0,0,0,0
2014-09-17 18:00:00-05,22,0.63813333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043333333333333333,0.00028333333333333333,0,0,0,0.05043333333333333333,0,0,0,0,1.00551666666666666667,0,0,0,0,0.02448333333333333333,0,0,0,0,0,0,0,0,0,0.05350000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.12523333333333333333,0,0,0,0,1.00551666666666666667,0,0,0,0,0,0,0
2014-09-17 18:00:00-05,48,0.43816666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.04056666666666666667,0,0,0,0,0.72305000000000000000,0,0,0,0,0,0,0,0,0.00555000000000000000,0.00000000000000000000,0,0,0,0,0.12940000000000000000,0,0.08238333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.03071666666666666667,0,0,0,0,0.72305000000000000000,0,0,0,0,0,0,0
2014-09-17 19:00:00-05,22,0.31878333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100000000000000000,0.00000000000000000000,0,0,0,0.03290000000000000000,0,0,0,0,0.84548333333333333333,0,0,0,0,0.00418333333333333333,0,0,0,0,0,0,0,0,0,0.08585000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.22898333333333333333,0,0,0,0,0.84548333333333333333,0,0,0,0,0,0,0
2014-09-17 19:00:00-05,48,0.19240000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02325000000000000000,0,0,0,0,0.48500000000000000000,0,0,0,0,0,0,0,0,0.03000000000000000000,0.00000000000000000000,0,0,0,0,0.10988333333333333333,0,0.06761666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.06491666666666666667,0,0,0,0,0.48500000000000000000,0,0,0,0,0,0,0
2014-09-17 20:00:00-05,22,0.04751666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01650000000000000000,0,0,0,0,0.42250000000000000000,0,0,0,0,0.01583333333333333333,0,0,0,0,0,0,0,0,0,0.06976666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.14493333333333333333,0,0,0,0,0.42250000000000000000,0,0,0,0,0,0,0
2014-09-17 20:00:00-05,48,0.41573333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.03846666666666666667,0,0,0,0,0.70618333333333333333,0,0,0,0,0,0,0,0,0.04606666666666666667,0.00000000000000000000,0,0,0,0,0.13046666666666666667,0,0.08100000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.70618333333333333333,0,0,0,0,0,0,0
2014-09-17 21:00:00-05,22,0.73275000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045000000000000000,0.00000000000000000000,0,0,0,0.05815000000000000000,0,0,0,0,1.1242166666666667,0,0,0,0,0.03936666666666666667,0,0,0,0,0,0,0,0,0,0.08053333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.13650000000000000000,0,0,0,0,1.1242166666666667,0,0,0,0,0,0,0
2014-09-17 21:00:00-05,48,0.22490000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02520000000000000000,0,0,0,0,0.53106666666666666667,0,0,0,0,0,0,0,0,0.02621666666666666667,0.00000000000000000000,0,0,0,0,0.08826666666666666667,0,0.08206666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.08733333333333333333,0,0,0,0,0.53106666666666666667,0,0,0,0,0,0,0
2014-09-17 22:00:00-05,22,0.47680000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.04438333333333333333,0,0,0,0,0.74086666666666666667,0,0,0,0,0.00940000000000000000,0,0,0,0,0,0,0,0,0,0.02675000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.12161666666666666667,0,0,0,0,0.74086666666666666667,0,0,0,0,0,0,0
2014-09-17 22:00:00-05,48,0.21068333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02560000000000000000,0,0,0,0,0.38930000000000000000,0,0,0,0,0,0,0,0,0.01606666666666666667,0.00000000000000000000,0,0,0,0,0.08798333333333333333,0,0.04756666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00330000000000000000,0,0,0,0,0.38930000000000000000,0,0,0,0,0,0,0
2014-09-17 23:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01198333333333333333,0,0,0,0,0.05456666666666666667,0,0,0,0,0.00478333333333333333,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.05456666666666666667,0,0,0,0,0,0,0
2014-09-17 23:00:00-05,48,0.50658333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.04646666666666666667,0,0,0,0,0.73368333333333333333,0,0,0,0,0,0,0,0,0.01588333333333333333,0.00000000000000000000,0,0,0,0,0.08836666666666666667,0,0.03701666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.04380000000000000000,0,0,0,0,0.73368333333333333333,0,0,0,0,0,0,0
2014-09-18 00:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01198333333333333333,0,0,0,0,0.05493333333333333333,0,0,0,0,0.00498333333333333333,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.05493333333333333333,0,0,0,0,0,0,0
2014-09-18 00:00:00-05,48,0.32636666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.03335000000000000000,0,0,0,0,0.55130000000000000000,0,0,0,0,0,0,0,0,0.01595000000000000000,0.00000000000000000000,0,0,0,0,0.07548333333333333333,0,0.05410000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.04885000000000000000,0,0,0,0,0.55130000000000000000,0,0,0,0,0,0,0
2014-09-18 01:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01198333333333333333,0,0,0,0,0.13380000000000000000,0,0,0,0,0.00498333333333333333,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.08710000000000000000,0,0,0,0,0.13380000000000000000,0,0,0,0,0,0,0
2014-09-18 01:00:00-05,48,0.15895000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02316666666666666667,0,0,0,0,0.35885000000000000000,0,0,0,0,0,0,0,0,0.01600000000000000000,0.00000000000000000000,0,0,0,0,0.07986666666666666667,0,0.08301666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.35885000000000000000,0,0,0,0,0,0,0
2014-09-18 02:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01200000000000000000,0,0,0,0,0.06110000000000000000,0,0,0,0,0.00476666666666666667,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.01325000000000000000,0,0,0,0,0.06110000000000000000,0,0,0,0,0,0,0
2014-09-18 02:00:00-05,48,0.15470000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02293333333333333333,0,0,0,0,0.39690000000000000000,0,0,0,0,0,0,0,0,0.00111666666666666667,0.00000000000000000000,0,0,0,0,0.07173333333333333333,0,0.06921666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.07785000000000000000,0,0,0,0,0.39690000000000000000,0,0,0,0,0,0,0
2014-09-18 03:00:00-05,22,0.19981666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.02743333333333333333,0,0,0,0,0.26240000000000000000,0,0,0,0,0.00490000000000000000,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.26240000000000000000,0,0,0,0,0,0,0
2014-09-18 03:00:00-05,48,0.26466666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.03238333333333333333,0,0,0,0,0.45433333333333333333,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.08003333333333333333,0,0.07878333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.45433333333333333333,0,0,0,0,0,0,0
2014-09-18 04:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01200000000000000000,0,0,0,0,0.14900000000000000000,0,0,0,0,0.00498333333333333333,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.10318333333333333333,0,0,0,0,0.14900000000000000000,0,0,0,0,0,0,0
2014-09-18 04:00:00-05,48,0.14838333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02205000000000000000,0,0,0,0,0.38478333333333333333,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.07305000000000000000,0,0.08373333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.05823333333333333333,0,0,0,0,0.38478333333333333333,0,0,0,0,0,0,0
2014-09-18 05:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01200000000000000000,0,0,0,0,0.05766666666666666667,0,0,0,0,0.00488333333333333333,0,0,0,0,0,0,0,0,0,0.02403333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00991666666666666667,0,0,0,0,0.05766666666666666667,0,0,0,0,0,0,0
2014-09-18 05:00:00-05,48,0.14115000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02140000000000000000,0,0,0,0,0.33591666666666666667,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.07548333333333333333,0,0.08326666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.01520000000000000000,0,0,0,0,0.33591666666666666667,0,0,0,0,0,0,0
2014-09-18 06:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01200000000000000000,0,0,0,0,0.12450000000000000000,0,0,0,0,0.00450000000000000000,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.12450000000000000000,0,0,0,0,0,0,0
2014-09-18 06:00:00-05,48,0.14016666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02123333333333333333,0,0,0,0,0.34086666666666666667,0,0,0,0,0,0,0,0,0.00980000000000000000,0.00000000000000000000,0,0,0,0,0.06960000000000000000,0,0.08401666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.01718333333333333333,0,0,0,0,0.34086666666666666667,0,0,0,0,0,0,0
2014-09-18 07:00:00-05,22,0.00031666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01205000000000000000,0,0,0,0,0.45651666666666666667,0,0,0,0,0.05988333333333333333,0,0,0,0,0,0,0,0,0,0.08541666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.10418333333333333333,0,0,0,0,0.45651666666666666667,0,0,0,0,0,0,0
2014-09-18 07:00:00-05,48,0.23246666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02886666666666666667,0,0,0,0,0.51530000000000000000,0,0,0,0,0,0,0,0,0.06721666666666666667,0.00000000000000000000,0,0,0,0,0.06513333333333333333,0,0.07023333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.05508333333333333333,0,0,0,0,0.51530000000000000000,0,0,0,0,0,0,0
2014-09-18 08:00:00-05,22,0.00028333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01203333333333333333,0,0,0,0,0.26535000000000000000,0,0,0,0,0.04708333333333333333,0,0,0,0,0,0,0,0,0,0.05095000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.09131666666666666667,0,0,0,0,0.26535000000000000000,0,0,0,0,0,0,0
2014-09-18 08:00:00-05,48,0.42510000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000050000000000000000000,0,0,0,0,0.04006666666666666667,0,0,0,0,0.99815000000000000000,0,0,0,0,0,0,0,0,0.09463333333333333333,0.00000000000000000000,0,0,0,0,0.03653333333333333333,0,0.23275000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.03425000000000000000,0,0,0,0,0.99815000000000000000,0,0,0,0,0,0,0
2014-09-18 09:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01141666666666666667,0,0,0,0,0.04700000000000000000,0,0,0,0,0.00496666666666666667,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.04700000000000000000,0,0,0,0,0,0,0
2014-09-18 09:00:00-05,48,0.14740000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02150000000000000000,0,0,0,0,0.35161666666666666667,0,0,0,0,0,0,0,0,0.10138333333333333333,0.00000000000000000000,0,0,0,0,0.01333333333333333333,0,0.03028333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.03871666666666666667,0,0,0,0,0.35161666666666666667,0,0,0,0,0,0,0
2014-09-18 10:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01200000000000000000,0,0,0,0,0.04773333333333333333,0,0,0,0,0.00496666666666666667,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0.04773333333333333333,0,0,0,0,0,0,0
2014-09-18 10:00:00-05,48,0.23843333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.02708333333333333333,0,0,0,0,0.37640000000000000000,0,0,0,0,0,0,0,0,0.02211666666666666667,0.00000000000000000000,0,0,0,0,0.02520000000000000000,0,0.06353333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.00081666666666666667,0,0,0,0,0.37640000000000000000,0,0,0,0,0,0,0
2014-09-18 11:00:00-05,22,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.01200000000000000000,0,0,0,0,0.11458333333333333333,0,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0.02400000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.06866666666666666667,0,0,0,0,0.11458333333333333333,0,0,0,0,0,0,0
